Time,Spot,Expiry,Call_Traded_Qty,Call IV,Call Bid,Call Ask,Call Bid_Qty,Call Ask_Qty,Call LTP,Strike,Put Bid,Put Ask,Put Bid_Qty,Put Ask_Qty,Put LTP,Put IV,Put_Traded_Qty,Moneyness,LogMoneyness,TimeToExpiry,Spread_Call,Spread_Put,Call_IV_Decimal,Put_IV_Decimal,Hour,Minute,Hour_sin,Hour_cos,Minute_sin,Minute_cos,RiskFreeRate,XGB_Call_Prediction,XGB_Put_Prediction,BS_Call_Price,BS_Put_Price,Call_Residuals,Put_Residuals
2024-02-02 12:25:00,22052.45,2024-02-22,529,13.8,553.9,559.0,50,100,582.65,21700,135.35,137.95,100,1800,135.0,15.5,731,1.016241935483871,0.016111446285169962,0.05334055821735493,5.100000000000023,2.5999999999999943,0.138,0.155,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.072,569.7599964820856,134.95525519480634,548.1120911323542,141.20475451579023,12.890003517914352,0.044744805193658976
2024-02-02 12:25:00,22052.45,2024-02-15,25,20.92,1114.45,1124.65,200,750,1170.0,21000,19.95,20.0,550,750,20.0,18.15,13276,1.0501166666666668,0.04890126910816095,0.034175602707430225,10.200000000000045,0.05000000000000071,0.20920000000000002,0.1815,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,1158.4853014394575,20.680120246296156,1153.3164648458296,18.737865822201,11.514698560542456,-0.6801202462961555
2024-02-02 12:25:00,22052.45,2024-02-22,2310,12.79,126.4,128.05,450,100,129.35,22500,483.1,510.25,150,150,499.9,15.24,8,0.9801088888888889,-0.020091602378790603,0.05334055821735493,1.6500000000000057,27.149999999999977,0.12789999999999999,0.1524,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.072,134.0286122730131,510.47211451820294,120.01770891455362,525.5206622629539,-4.678612273013101,-10.572114518202966
2024-02-02 12:25:00,22052.45,2024-02-15,873,14.34,537.7,540.1,400,550,555.75,21650,89.3,89.7,200,50,89.45,15.85,3281,1.0185889145496536,0.018418252383084994,0.034175602707430225,2.3999999999999773,0.4000000000000057,0.1434,0.1585,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,548.3283386061412,87.8975856710149,538.8887872526866,85.7320673871709,7.4216613938588125,1.5524143289851082
2024-02-02 12:25:00,22052.45,2024-02-15,4064,13.38,95.25,95.7,850,200,96.0,22450,439.25,442.45,500,100,430.05,14.08,205,0.9822917594654789,-0.01786690735667946,0.034175602707430225,0.45000000000000284,3.1999999999999886,0.1338,0.1408,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,99.73232027239374,433.06992357123454,93.61292358583978,429.6214014803227,-3.7323202723937356,-3.0199235712345285
2024-02-02 12:25:00,22052.45,2024-03-07,16,12.07,460.75,465.0,50,300,471.15,22000,285.55,298.9,900,100,285.0,15.1,19,1.0023840909090909,0.0023812534732679147,0.09167046923720434,4.25,13.349999999999966,0.1207,0.151,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.074,470.4014526275114,290.7328720436162,430.62383421930826,307.7692356453008,0.7485473724885878,-5.732872043616226
2024-02-02 12:25:00,22052.45,2024-02-15,7653,14.62,425.6,426.95,50,150,427.55,21800,124.35,124.75,150,400,124.2,15.39,13348,1.011580275229358,0.011513737036540583,0.034175602707430225,1.349999999999966,0.4000000000000057,0.1462,0.1539,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,440.5464549915541,123.38821690856639,430.888465489601,120.06351226150218,-12.996454991554117,0.811783091433611
2024-02-02 12:25:00,22052.45,2024-02-15,26582,13.42,81.8,82.15,50,300,82.0,22500,477.15,479.3,50,50,475.0,14.5,485,0.9801088888888889,-0.020091602378790603,0.034175602707430225,0.3500000000000085,2.150000000000034,0.13419999999999999,0.145,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,86.92632391454572,473.5946958330878,81.29677202703351,471.7334887055167,-4.926323914545719,1.405304166912174
2024-02-02 12:25:00,22052.45,2024-03-28,100,13.17,926.7,946.45,350,50,976.65,21550,223.85,224.75,150,800,223.35,16.0,115,1.0233155452436196,0.02304789028182709,0.1491653357669785,19.75,0.9000000000000057,0.1317,0.16,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,958.5600536361308,226.64458924114933,902.3180187240214,245.18091469586125,18.089946363869217,-3.294589241149339
2024-02-02 12:25:00,22052.45,2024-02-29,1429,13.03,9.25,9.4,550,450,9.45,23750,1572.05,1623.05,50,50,1795.15,33.37,2,0.9285242105263158,-0.07415882364906634,0.07250551372727965,0.15000000000000036,51.0,0.1303,0.3337,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,10.111422138617513,1807.5124896065863,7.3055876068334555,1840.276043225971,-0.6614221386175139,-12.362489606586223
2024-02-02 12:25:00,22052.45,2024-02-08,203136,14.16,4.85,4.9,11500,2350,4.9,22850,769.45,774.25,100,200,756.1,13.14,14,0.9650962800875273,-0.0355274105086299,0.015010647197505514,0.05000000000000071,4.7999999999999545,0.1416,0.13140000000000002,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.144,4.0691438638097,758.4984627950616,4.0470666833645055,750.7302905309625,0.8308561361903006,-2.3984627950616186
2024-02-02 12:25:00,22052.45,2024-02-15,26852,13.74,186.4,187.2,500,1150,186.7,22200,283.6,284.85,700,50,282.5,14.67,2219,0.9933536036036036,-0.006668582046649965,0.034175602707430225,0.799999999999983,1.25,0.1374,0.1467,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,195.96651432827093,281.1316123513898,187.4090754778681,279.52931754872407,-9.266514328270944,1.3683876486102236
2024-02-02 12:25:00,22052.45,2024-02-08,5200,18.91,698.2,699.7,500,50,700.0,21400,17.6,17.65,3650,4200,17.6,17.6,316763,1.0304883177570094,0.03003278480377811,0.015010647197505514,1.5,0.04999999999999716,0.1891,0.17600000000000002,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.144,709.0387796085524,17.570743531567132,717.5176652591872,13.932410926205193,-9.038779608552431,0.029256468432869553
2024-02-02 12:25:00,22052.45,2024-02-22,103,13.19,590.75,596.7,100,100,611.0,21650,117.95,129.35,100,50,123.25,15.74,2,1.0185889145496536,0.018418252383084994,0.05334055821735493,5.9500000000000455,11.399999999999991,0.1319,0.1574,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.072,599.2851080363944,124.48814226126433,575.5187925761893,131.05451322531462,11.714891963605623,-1.2381422612643291
2024-02-02 12:25:00,22052.45,2024-02-29,60601,12.48,58.35,58.5,1000,1500,58.65,23000,907.05,909.0,200,50,905.0,15.97,2048,0.9588021739130436,-0.04207050909756579,0.07250551372727965,0.14999999999999858,1.9500000000000455,0.12480000000000001,0.1597,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,58.81828750567183,903.6374116481893,51.26896728472457,938.0698991359823,-0.16828750567183448,1.3625883518107003
2024-02-02 12:25:00,22052.45,2024-02-15,11547,13.06,29.1,29.35,1300,1600,29.85,22800,719.7,732.95,250,500,698.0,13.92,7,0.9672127192982456,-0.03333682912881129,0.034175602707430225,0.25,13.25,0.1306,0.1392,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,32.412611025308706,709.359673054907,27.391135233377554,709.4215894919071,-2.562611025308705,-11.359673054907034
2024-02-02 12:25:00,22052.45,2024-02-15,5820,14.24,501.0,502.0,50,50,502.05,21700,99.85,100.0,450,250,100.0,15.68,11284,1.016241935483871,0.016111446285169962,0.034175602707430225,1.0,0.15000000000000568,0.1424,0.1568,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,508.1798721360501,99.92443147075028,498.9947429704007,95.86100449931473,-6.129872136050096,0.0755685292497219
2024-02-02 12:25:00,22052.45,2024-03-28,481,12.22,319.1,322.0,100,150,331.0,22600,631.95,649.4,50,50,635.1,14.91,96,0.9757721238938053,-0.02452619944665639,0.1491653357669785,2.8999999999999773,17.449999999999932,0.1222,0.1491,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,323.68996319670805,627.2427414873255,283.95639691252836,675.6500061967981,7.3100368032919505,7.857258512674548
2024-02-02 12:25:00,22052.45,2024-03-28,14593,12.22,185.7,186.95,1100,650,186.5,23000,891.7,899.95,550,100,885.6,15.45,1192,0.9588021739130436,-0.04207050909756579,0.1491653357669785,1.25,8.25,0.1222,0.1545,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,186.07712583323428,889.4517326105088,161.33395414133975,953.5865974176377,0.4228741667657232,-3.8517326105087477
2024-02-02 12:25:00,22052.45,2024-03-28,1106,12.42,759.6,763.4,400,900,767.95,21800,295.0,296.9,100,750,293.45,15.89,1993,1.011580275229358,0.011513737036540583,0.1491653357669785,3.7999999999999545,1.8999999999999773,0.1242,0.1589,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,754.1710757751298,301.9497986526685,706.2567653198075,324.7447834701734,13.778924224870252,-8.499798652668517
2024-02-02 12:25:00,22052.45,2024-02-29,86,9.57,1089.7,1102.1,200,50,1120.0,21100,63.8,63.95,150,150,63.8,16.73,12152,1.0451398104265404,0.04415066634956308,0.07250551372727965,12.399999999999864,0.15000000000000568,0.09570000000000001,0.1673,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,1111.0361681134746,65.68437323072976,1062.2803239972636,67.89587316015786,8.96383188652544,-1.8843732307297643
2024-02-02 12:25:00,22052.45,2024-02-29,184,11.95,796.9,800.7,50,50,799.4,21450,112.6,113.1,100,750,112.25,15.92,2920,1.028086247086247,0.027699061457557822,0.07250551372727965,3.800000000000068,0.5,0.1195,0.1592,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,809.0770431713026,114.6921260509489,764.5663315013808,119.63742519950847,-9.677043171302671,-2.4421260509489002
2024-02-02 12:25:00,22052.45,2024-02-22,495,13.21,482.2,486.4,50,400,499.15,21800,161.35,163.4,50,50,163.4,15.3,711,1.011580275229358,0.011513737036540583,0.05334055821735493,4.199999999999989,2.0500000000000114,0.1321,0.153,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.072,490.6410059855298,163.5525613180398,467.3940482065991,169.1543302885293,8.508994014470204,-0.1525613180398011
2024-02-02 12:25:00,22052.45,2024-03-28,52,12.18,541.9,546.0,500,550,545.2,22150,420.9,424.3,50,800,421.85,15.44,32,0.9955959367945825,-0.004413789659560754,0.1491653357669785,4.100000000000023,3.400000000000034,0.12179999999999999,0.15439999999999998,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,535.0231927613459,421.2281535550974,487.54943787853335,454.76481279582003,10.176807238654192,0.6218464449026442
2024-02-02 12:25:00,22052.45,2024-02-08,217382,16.23,309.05,309.75,100,150,310.0,21850,77.4,77.55,1400,450,77.35,14.99,361990,1.0092654462242563,0.009222785289984655,0.015010647197505514,0.6999999999999886,0.14999999999999147,0.1623,0.1499,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.144,322.1264330310678,75.73547625581523,326.5120712680673,65.75480628053447,-12.12643303106779,1.6145237441847655
2024-02-02 12:25:00,22052.45,2024-03-28,115,12.24,143.95,146.9,50,100,149.9,23150,961.55,1022.25,50,350,1136.75,20.24,3,0.9525896328293737,-0.04857107370065922,0.1491653357669785,2.950000000000017,60.700000000000045,0.12240000000000001,0.2024,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,151.95978560166623,1138.9345578520479,128.32880034165646,1203.9863004057588,-2.0597856016662206,-2.184557852047874
2024-02-02 12:25:00,22052.45,2024-02-15,5588,13.57,164.85,165.85,100,1250,165.15,22250,312.1,313.75,950,650,305.0,14.55,372,0.9911213483146067,-0.008918301780665404,0.034175602707430225,1.0,1.6499999999999773,0.13570000000000002,0.14550000000000002,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,171.81115742828842,308.06908613674386,163.62672921326157,306.1687476062034,-6.661157428288419,-3.069086136743863
2024-02-02 12:25:00,22052.45,2024-02-29,2951,11.87,838.0,842.05,50,100,840.6,21400,103.6,103.95,250,100,103.55,16.0,21989,1.0304883177570094,0.03003278480377811,0.07250551372727965,4.0499999999999545,0.3500000000000085,0.11869999999999999,0.16,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,849.998975470593,104.94768342047882,805.8009926825071,109.94992646247101,-9.398975470592973,-1.3976834204788275
2024-02-02 12:25:00,22052.45,2024-02-15,3,21.4,1254.6,1290.6,450,500,1310.0,20850,13.75,14.05,50,100,13.6,18.63,135,1.0576714628297363,0.05606975858677348,0.034175602707430225,36.0,0.3000000000000007,0.214,0.1863,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,1297.0333932497051,12.554291194660891,1293.5659814931896,12.829888528568972,12.966606750294886,1.0457088053391086
2024-02-02 12:25:00,22052.45,2024-02-29,42,12.59,874.35,887.95,500,50,911.1,21350,95.6,96.2,1700,150,95.6,16.14,2997,1.0329016393442623,0.032371967156950225,0.07250551372727965,13.600000000000023,0.6000000000000085,0.1259,0.16140000000000002,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,901.978562484328,97.0727307600473,857.7682505946796,101.89741204209076,9.121437515672028,-1.4727307600473125
2024-02-02 12:25:00,22052.45,2024-02-29,16769,12.2,110.4,110.9,300,500,111.15,22700,662.55,666.6,50,400,652.0,15.22,54,0.9714735682819383,-0.028941217655773187,0.07250551372727965,0.5,4.050000000000068,0.122,0.1522,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,115.48318118645602,664.0150023806946,99.37545222832614,693.7434436190979,-4.333181186456017,-12.015002380694568
2024-02-02 12:25:00,22052.45,2024-02-15,2070,14.31,390.0,390.65,50,50,396.0,21850,138.6,139.45,900,1100,139.45,15.26,3903,1.0092654462242563,0.009222785289984655,0.034175602707430225,0.6499999999999773,0.8499999999999943,0.1431,0.15259999999999999,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,401.12667261767456,136.20835006562265,392.14502894091675,134.2094231876472,-5.126672617674558,3.2416499343773353
2024-02-02 12:25:00,22052.45,2024-03-28,425,12.38,405.35,413.0,50,50,415.0,22400,536.6,540.15,650,100,525.0,15.29,132,0.9844843750000001,-0.015637252029410274,0.1491653357669785,7.649999999999977,3.5499999999999545,0.12380000000000001,0.15289999999999998,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,410.3272967870507,528.3114200489545,371.20922046258784,574.8487125294232,4.672703212949273,-3.31142004895446
2024-02-02 12:25:00,22052.45,2024-02-29,694,11.34,717.8,720.85,50,50,721.3,21550,132.2,132.75,300,200,131.95,15.7,4081,1.0233155452436196,0.02304789028182709,0.07250551372727965,3.050000000000068,0.5500000000000114,0.1134,0.157,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,718.3652647741983,134.479325415512,673.1566199072549,140.03990233125296,2.93473522580166,-2.5293254155120053
2024-02-02 12:25:00,22052.45,2024-02-22,810,12.76,197.55,199.05,1700,100,204.0,22300,354.6,383.55,100,100,360.0,14.38,7,0.9888991031390135,-0.01116297163448919,0.05334055821735493,1.5,28.94999999999999,0.1276,0.1438,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.072,205.0522984854233,371.7149701932449,187.165202080394,381.3763147214431,-1.0522984854233073,-11.71497019324488
2024-02-02 12:25:00,22052.45,2024-02-29,2334,12.24,123.85,124.25,350,800,124.5,22650,626.95,630.9,400,400,600.45,14.43,43,0.9736181015452539,-0.02673614509745922,0.07250551372727965,0.4000000000000057,3.949999999999932,0.12240000000000001,0.14429999999999998,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,126.49953461719906,615.1386881463877,111.97210217548763,641.6854105584971,-1.9995346171990604,-14.688688146387676
2024-02-02 12:25:00,22052.45,2024-02-29,13197,12.03,757.25,759.45,150,400,759.25,21500,122.3,122.65,1000,50,122.2,15.81,63533,1.0256953488372094,0.02537077169796676,0.07250551372727965,2.2000000000000455,0.3500000000000085,0.12029999999999999,0.15810000000000002,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,767.4035766075503,124.4880619682881,724.3792846153628,129.48773295064893,-8.153576607550349,-2.2880619682880905
2024-02-02 12:25:00,22052.45,2024-02-15,17187,13.55,110.75,111.3,1150,650,112.0,22400,407.1,409.25,150,50,398.55,14.63,453,0.9844843750000001,-0.015637252029410274,0.034175602707430225,0.5499999999999972,2.1499999999999773,0.1355,0.1463,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,117.44539758977135,403.1997056982982,110.39236900624473,402.6212869070041,-5.445397589771346,-4.649705698298192
2024-02-02 12:25:00,22052.45,2024-03-28,2471,11.92,969.3,974.95,200,100,974.05,21500,211.6,211.95,50,350,211.0,16.09,9901,1.0256953488372094,0.02537077169796676,0.1491653357669785,5.650000000000091,0.3499999999999943,0.1192,0.1609,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,969.8911391778711,217.3810233164104,907.7595283075098,233.0894440698894,4.158860822128872,-6.381023316410392
2024-02-02 12:25:00,22052.45,2024-02-08,529588,13.75,16.7,16.75,1150,5300,16.75,22600,532.45,533.85,250,650,533.0,10.82,1170,0.9757721238938053,-0.02452619944665639,0.015010647197505514,0.05000000000000071,1.3999999999999773,0.1375,0.1082,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.144,16.55065147847108,517.1379349242379,16.124749797286313,504.3308985243966,0.19934852152891835,15.862065075762075
2024-02-02 12:25:00,22052.45,2024-03-28,153,12.49,340.4,346.9,50,50,355.85,22550,603.75,625.65,100,50,658.7,16.89,3,0.9779356984478936,-0.02231135911710348,0.1491653357669785,6.5,21.899999999999977,0.1249,0.1689,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,347.4782852555654,658.9598339160475,312.0240654374502,712.5743740161452,8.371714744434598,-0.2598339160474552
2024-02-02 12:25:00,22052.45,2024-02-29,698,9.85,1005.05,1013.2,100,400,1025.0,21200,75.15,75.45,750,700,75.1,16.49,24503,1.0402099056603773,0.03942252515361699,0.07250551372727965,8.150000000000091,0.29999999999999716,0.09849999999999999,0.1649,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,1017.6221120537884,76.15933994759371,967.9064328850873,79.9486055802231,7.377887946211558,-1.0593399475937133
2024-02-02 12:25:00,22052.45,2024-03-28,8832,12.98,43.05,43.35,900,450,43.4,24000,1735.0,1743.75,500,100,1725.0,18.29,256,0.9188520833333333,-0.08463012351636179,0.1491653357669785,0.30000000000000426,8.75,0.1298,0.18289999999999998,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,42.77927397372332,1728.8869577111072,35.89688013674822,1811.354052132494,0.6207260262766781,-3.886957711107243
2024-02-02 12:25:00,22052.45,2024-03-28,849,12.12,156.5,159.8,50,200,161.3,23100,962.4,987.35,50,100,961.15,15.7,11,0.9546515151515151,-0.046408910696164055,0.1491653357669785,3.3000000000000114,24.950000000000045,0.12119999999999999,0.157,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,161.096630288278,965.0754388519854,135.7180501948942,1032.2597039887041,0.20336971172201856,-3.9254388519854047
2024-02-02 12:25:00,22052.45,2024-02-15,12969,13.91,235.85,236.45,800,50,238.4,22100,233.85,234.55,100,100,234.0,14.65,6721,0.9978484162895928,-0.002153901692123324,0.034175602707430225,0.5999999999999943,0.700000000000017,0.1391,0.1465,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.093,245.99599737926656,229.58548670334312,237.57815546795064,227.0175700716445,-7.595997379266549,4.414513296656878
2024-02-02 12:25:00,22052.45,2024-02-29,27,15.62,1041.25,1062.25,500,50,1120.55,21150,69.45,69.95,1300,750,68.35,16.63,1990,1.0426690307328605,0.041783801339296864,0.07250551372727965,21.0,0.5,0.1562,0.1663,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,1103.1835517126092,69.81763837978224,1067.3390158849725,73.96380708858351,17.366448287390767,-1.4676383797822439
2024-02-02 12:25:00,22052.45,2024-03-28,1609,12.42,512.65,515.45,100,100,517.5,22200,442.85,447.4,50,50,441.85,15.48,675,0.9933536036036036,-0.006668582046649965,0.1491653357669785,2.800000000000068,4.5499999999999545,0.1242,0.1548,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,510.19893851357483,443.90022500413943,469.1471616275885,479.6660559977918,7.301061486425169,-2.0502250041394063
2024-02-02 12:25:00,22052.45,2024-02-08,2487,24.59,1084.05,1086.4,50,100,1090.0,21000,5.95,6.0,10650,20800,5.95,20.65,449556,1.0501166666666668,0.04890126910816095,0.015010647197505514,2.3500000000001364,0.04999999999999982,0.2459,0.2065,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.144,1099.1077357288996,6.376752266167671,1109.783599948565,4.395969518898994,-9.10773572889957,-0.4267522661676706
2024-02-02 12:25:00,22052.45,2024-02-29,14506,12.26,88.55,89.0,300,1000,89.0,22800,740.95,745.2,400,100,730.35,15.56,183,0.9672127192982456,-0.03333682912881129,0.07250551372727965,0.45000000000000284,4.25,0.1226,0.15560000000000002,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.068,93.03210043677063,741.9417719860685,79.67987799414368,774.3627047558439,-4.032100436770634,-11.591771986068466
2024-02-02 12:25:00,22052.45,2024-03-28,806,12.34,692.25,695.75,50,100,700.0,21900,327.8,329.45,100,50,328.75,15.84,1191,1.0069611872146118,0.006937070009128614,0.1491653357669785,3.5,1.6499999999999773,0.1234,0.15839999999999999,12,25,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.073,688.7930832735146,336.75455972359487,639.0884743562783,361.0407516639025,11.20691672648536,-8.004559723594866
